,Heading,Date,Content
1981,NPP demands apology from Zenith for ‘youths are pleasure seeker’ remark,"Friday, May 8, 2015","SHILLONG: The NPP has demanded apology from Sports and Youth Affairs Minister Zenith Sangma for his comments that youths in the State are pleasure seekers.
Clifford M Nengnong, President, NPP Youth Wing, said in a statement on Thursday that Zenith’s statement generalizing the youth of Meghalaya was irresponsible and very unfortunate.
“We condemn such statements which paint the youth of Meghalaya in a very poor light in the eyes of the country and the world,” the NPP said.
The NPP youth body further said, “We demand an apology from Zenith Sangma for casting aspersions on the youth of Meghalaya who we believe are the torch bearers of our future.”
While addressing the Mahila Congress on May 1, the Minister had said that during elections the Youth Congress members sought enjoyment and entertainment."
1982,GNLA criticises Ampareen,"Friday, May 8, 2015","SHILLONG: The GNLA has come down heavily on Urban Affairs Minister Ampareen Lyngdoh who, according to the outfit, has no moral right to make statements in the so-called interest of Garo Hills, especially Ampati, considering her alleged involvement in the education scam.
Slamming Lyngdoh over the education scam in a statement issued here on Thursday, GNLA publicity secretary Garo Mandei Ch Marak said that the junior officers were made scapegoats in the case.  “The officers had to exit in shame… (but) the Minister remained resolute even when there was massive hue and cry regarding the education scam,” the GNLA said adding that the Chief Minister should immediately act against Lyngdoh.  “We will intensify our bandh call in Ampati. We will not even spare Saturday if people listen to her suggestion and co-operate. There will be bloodshed if people go by the advice of errant politicians,” the GNLA warned."
1983,Riangdo-Athiabari-Boko road in utter disrepair five months after construction,"Friday, May 8, 2015","NONGSTOIN: Taking cognizance of the pathetic condition of the road leading to Boko in Assam from Riangdo via Athiabari in West Khasi Hills District, local legislator cum MDC of Rambrai, K.P. Pangniang, on Thursday slammed M/S Agarwal and Co., for its failure to neither execute the construction work properly nor carry out the renovation work as per the standard norms.
“The work done by M/S Agarwal Co. cannot be termed as black topping but it is rather black painting,” Pangniang alleged, while stating that though the project was meant to construct a wider road from the existing one, the road was neither widened nor even repaired properly.
Interestingly the road was completed barely five months back but has begun to show significant traces of wear out and the road condition is back to the way it was, Pangniang said.
“Many a times due to the very bad condition of the road vehicles have broken down and brought traffic to a stagnant position gravely affecting the movement of commuters. The worst affected ones are those in need of urgent medical attention,” Pangniang said, while adding that most of the black-topping of the said road has been completely washed out and huge potholes have surfaced with big sharp boulders springing out all along the road rendering the highway unfit even for horse-carriages to ply through.
Pangniang also slammed the State PWD for not clearing the debris of a landslide that had occurred two months back."
1984,Meghalaya set for fresh bout of agitation,"Thursday, May 7, 2015","Political parties, traditional heads on ‘war mode’ against HC ruling on traditional heads"
1985,HNLC ban: Decision on May 15,"Thursday, May 7, 2015","SHILLONG:  The Unlawful Activities (Prevention) Tribunal will pronounce its judgment on the extension of ban on HNLC on May 15.
Once pronounced, the HNLC is likely to be banned for five years as per the demand of both the State government and Centre.
The counsel for State Government Ranjan Mukherjee said over phone that the arguments with the Tribunal were completed on April 29 in Delhi.
Moreover, both the State Government and the Centre have made written submissions before the    Judge of the Registrar, Unlawful Activities (Prevention) Tribunal Delhi High Court, New Delhi, AK Pathak on May 5.
Sources said that both the State government and the Centre made a plea for the extension of ban on HNLC. There are demands from several quarters including the political party HSPDP to initiate dialogue with HNLC in the wake of the recent reports that the Centre and the State government were not keen to hold talks with HNLC “since the strength of the outfit dwindled drastically”."
1986,KHADC served one-week deadline,"Thursday, May 7, 2015","SHILLONG:  The Movement for Indigenous Peoples’ Rights and Livelihood, Meghalaya (MIPRL) has set a week’s deadline to KHADC to issue an Executive Order empowering headmen to issue certificates failing which the MIPRL threatened public agitation.
Farmers and students are worst affected due to the stalemate following the restriction imposed on headmen by  the High Court of Meghalaya as they are not able to avail loans for farming and studies, according to MIPRL.
After a meeting with the KHADC CEM Adelbert Nongrum on Wednesday, the delegation consisting of various headmen, FKJGP, HYC and others led by MIPRL also submitted a memorandum to him giving the deadline of seven days and said that the executive order will enable KHADC to issue residential certificates, other ( certificates, and attestations.
“We are constrained to put a deadline of seven days for issuing  the  Executive Order and if it is not fulfilled  there will be public agitation to fight for the Khasi Jaintia Peoples’ customary and traditional rights of which the KHADC is the custodian”, the MIPRL said.
The MIPRL also said that the Executive Order can be passed under Rule 30 of the District Council rules to empower the headmen to issue certificates to enable the farmers of the state from availing loans under the Kisan Credit Card and other schemes since the certificates of the headmen is an important and integral part of the procedure for obtaining such financial assistance.
“Apart from this, thousands of students are facing problems for their admissions into further studies and the examination process. This constitutes an emergency situation which the provision of Rule 30 can meet in the public interest”, MIPRL said.
Since the Village Administration Bill is still taking a long time for implementation, MIPR said the Executive Order was necessary.
The MIPRL also criticized the demand of regional political parties to issue an ordinance by the State Government which according to the organization is nothing but a surrender of the autonomy of the KHADC since the powers in this regards are vested in it by the sixth schedule to the Constitution of India.
The MIPR said that any delay in empowering the headmen will severely affect the agricultural community of the state at a time when agriculture in the whole of India is going through a crisis resulting in farmers’ suicides and political upheavals.
“It may reach such a dangerous condition where the situation can become unsalvageable resulting in severe unemployment, stagnation of capital creation and economic destruction of the State”, the organization said.
According to MIPRL, the Executive Committee of the KHADC and other Autonomous District Councils have the power to issue the Executive Order based on enabling powers given under Para 3 of the Sixth Schedule to the Constitution of India and the emergency powers empowered by Rule 30 read with Rule 28 of the Autonomous District rules and under the United Khasi Jaintia Appointment and Succession of Chiefs and Headmen Act, 1959 since no rules have been framed under this Act.
The power to issue Executive Order by the Executive Committee of an Autonomous District Council in Meghalaya has been confirmed by various rulings of the Supreme Court of India, the MIPRL added."
1987,City ISBT work back on track,"Thursday, May 7, 2015","SHILLONG:  After years of delay, construction work of the inter-state bus terminus (ISBT) at Mawlai Mawiong is back on track.
Informing this here on Wednesday, Transport Minister HDR Lyngdoh said that the PWD (Buildings) and the contractor had entered into an agreement to complete  the project.
The project was approved by the Planning Commission in 2012. But due ro some problems it got delayed.
Once operational, the bus terminal being constructed at a cost of Rs. 48.31 crore will be able accommodate as many as 200 buses.
According to Lyngdoh, the funds meant for the project has been handed over to the PWD (Buildings).
The ISBT at Tura, which would be able accommodate around 50 buses, is nearing completion.
The State Government is planning to construct an Inter State Truck Terminus (ISTT) at Sumer at a cost of Rs. 26 crore."
1988,No word on abducted jr engineer,"Thursday, May 7, 2015","SHILLONG: Police are clueless about the whereabouts of Allaudin M Sangma, the Junior Engineer of Border Areas Development, Baghmara, who was  abducted on his way to work from Rabbalgittim South Garo Hills on May 4.
It is yet to be known whether the engineer was taken to Bangladesh as Baghmara is close to the international border.
A police official said on Tuesday that operation was on to  trace the abducted official.
The family members and others have appealed to the abductors for safe and unconditional release of the official on humanitarian ground."
1989,RG tells State Govt to make stand clear,"Thursday, May 7, 2015","HNLC: A bunch of criminals  or freedom fighters?
SHILLONG:  Former Home Minister RG Lyngdoh has said that the State Government needs to have clear stand whether it considers the HNLC cadres as a bunch of “criminals or freedom fighters”.
“If the government believes that they are (HNLC cadres) criminals, then they should be treated as criminals,” Lyngdoh said here on Wednesday.
“Then it is ridiculous on the part of the Government of talking about holding dialogue with these criminals,” Lyngdoh said.
According to him, ceasefire is not a solution “but it is a means to a solution”.
When asked about the rehabilitation schemes, he said that the rehabilitation schemes can have adverse effect on society.
Former Home Minister said that if an ordinary person does not get access to Government schemes how can a militant get? “It can send a wrong message,” he added."
1990,City lad shines at Dance India Dance-5 auditions,"Thursday, May 7, 2015","SHILLONG: 20-year-old Michael Rajee Syiemiong has set an example for youths of the State to emulate by clearing the preliminary phase of the ‘Dance India Dance Season 5′ competition without any professional training, during the two rounds of auditions held in Guwahati and Kolkata.
After his selection in the Guwahati audition, he also cleared the Kolkata audition to enter the Mumbai Audition Studio Round scheduled to be held from May 15 to 30.
The young dancer from Meghalaya will now have to clear the Studio Round to get into the Mega Audition Round after which only 16 dancers will be shortlisted for the Choreography Round, where the fate of the dancers will be decided through SMS voting.
“On my own, I tried to develop my own style of dancing. Even though I can perform any dance form, my strength is popping and locking,” Michael said while speaking to reporters here on Wednesday.
The All Meghalaya Dancers’ Association (AMDA) which sponsored Michael’s trip to Kolkata for the auditions has urged the State Government to support the young dancer to take part in the Mumbai Audition.
“From the little resources that we have we managed to sponsor Michael’s travelling expenses to and from Kolkata. We would urge the State Government to come forward to support this young talent. Being an orphan, it is impossible for him to manage the finance to go to Mumbai,” Kitbok Thabah of the AMDA said."
1991,Ampareen lauds Ampati residents for defying bandh,"Thursday, May 7, 2015","SHILLONG: Labour Minister Ampareen Lyngdoh while expressing happiness over the huge turnout of the youths at the two-day Meghalaya Skill Fest-cum-Job Fair, 2015 which began at Ampati in South West Garo Hills on Wednesday said the people of Ampati have proved that whatever has been reported in the newspapers about the indefinite bandh is far from the truth.
“It is time that the people stand up against the dark and ugly forces that are trying to repress them and fight for their right to live freely,” she added.
Organized by the Directorate of Employment & Craftsman Training, Department of Labour and the Union Ministry of Labour & Employment, the Skill Fest-cum-Job Fair witnessed the participation of thousands of young job seekers from South West Garo Hills District who had registered themselves with various companies and vocational training providers.
This is the second year that such a programme is being organized for the unemployed youth in Garo Hills region. Last year, it was held in Tura and Williamnagar, while this year the same is being organized at Ampati on May 6 and 7, at Tura on May 8, at Baghmara on May 9, at Williamnagar on May 11 and at Resubelpara on May 12.
A minimum of 70 per cent placement and direct placements will be given to all successful and eligible candidates."
1992,"Ri-Bhoi organisation slams Govt, MUDA for incomplete projects","Thursday, May 7, 2015","NONGPOH: Aggrieved with the tardy pace of constructions and inordinate delay in implementation of Centrally Sponsored Schemes in Ri Bhoi District sanctioned in 2011, the Ri Bhoi Youth Development & Social Organization (RBYD&SO) on Tuesday denounced the Meghalaya government and the Meghalaya Urban Development Authority and held them accountable and answerable over the delay.
Among the host of abandoned or incomplete schemes is the Solid Waste Management project of Rs. 600.16 lakh at Umshangling village and construction of 240 units under the Housing for Urban Poor project of Rs 918.15 lakh at Umbuda village which had been abandoned by the government.
Informing this to The Shillong Times, RBYD&SO president Arnold Syngkli said as per the information sought by the organization from the MUDA under the RTI Act, 2005, it was found that the construction of the housing units entrusted to one contractor Leborlang Lyngdoh who was engaged by the Hindustan Prefabs Ltd. (HPL) had abandoned the project and the company had left the project unattended due to the demand for price escalation made by the contractor.
Construction of the housing units began in August 2011 and the HPL spent an amount of Rs. 372. 56 lakh while the remaining amount of Rs. 545.59 lakh had to be refunded to the Central government since the project could not be completed on time, the organisation stated.
Syngkli further informed that the Solid Waste Management project sanction at Umshaling village at an amount of Rs. 600.16 lakh has been facing tardy progress since the firm M/s Marbaniang Enterprise was dilly dallying on the project.
Quoting the RTI documents, Syngkli informed that the contractor engaged for the job has spend a total amount of Rs. 527.43 lakh but the work is very far from being completed. He also blamed MUDA for not taking to task the concerned contractor for delaying the project.From Our Correspondent"
1993,Meghalaya Crime Update,"Thursday, May 7, 2015","Child labourer rescued
A Labour Inspector from Shillong lodged a complaint that on April 30 a joint team of Labour Inspector, Childline and Police rescued one minor boy who was employed by one Shambhu Choudhury of Punjabi Line, Bara Bazar, Shillong. The child was handed over to Child Welfare Committee.Domestic violence
A woman lodged a complaint at Khanapara PS (RB) that on May 3, her husband assaulted her at Khanapara (RB). As a result, she sustained injuries and was shifted to hospital for treatment.
A woman of Oakland, Shillong lodged a complaint that her husband tortured her physically and mentally since the year 2000.Accident
On May 5 morning, one Jeep (ML-05L-1552) driven by Robinson Kharkongor (38) capsized at Jyntah village (EKH). As a result, driver and three occupants including one minor boy, sustained injuries and were shifted to Civil Hospital Shillong. Matter is under enquiry.Assault
On May 5 around 10 pm, unidentified miscreants assaulted Donboklang Kurbah (38) near Anjalee Cinema Hall, Shillong. Victim sustained injuries and was shifted to Civil Hospital Shillong. Matter is under enquiry.Attempted theft
Narendra Singhania lodged a complaint that on May 4 around 11.30 pm, three unidentified boys attempted to enter his residence at Singhania Compound, Police Bazar, Shillong, with intention to commit theft. One of them Raju Chettri was apprehended and later handed over to Police while the other two boys managed to escape.Theft
On May 3 night, unknown miscreants broke into the shop of Sanjiv Saha at Lower Babupara, Tura (WGH) and stole one coffee making machine valued around Rs. 11,999  and cash Rs. 1,300.
On May 3 night, unknown miscreants broke into the house of Randastar Sohkhlet at Umpling, Shillong and stole household goods valued around Rs. 9,000. Matter is under enquiry."
1994,Work begins on Ganol power project,"Thursday, May 7, 2015","SHILLONG: In what may be termed as promising news for the State, work on the Ganol Small Hydro Project (GSHP) has begun and is expected to be completed in three and half years from now.
MeECL Engineer Elias Lyngdoh informed that the excavation work has begun and the drawings of other infrastructures of the project are also being finalized.
The Ganol Small Hydro Project (GSHP) is being implemented in Chibragre, around 15 km from Tura in West Garo Hills.
Once completed, the multi-crore project, which has encountered several delays over the years, would boost the power generation of Meghalaya.
The Rs. 350 crore 21.5 MW project was conceived way back in 2006. While half of the expense for the project will be borne by the State government, the remaining would be managed through loans."
1995,Concern over increase in crimes committed by juveniles in State,"Thursday, May 7, 2015","SHILLONG: Parliamentary Secretary in charge Home, Winnerson D Sangma, on Wednesday said crimes committed by children or juveniles are increasing day by day which pose a dangerous trend to the society if the menace is not curbed properly.
These crimes mostly pertain to the act of theft, robbery, and others, Sangma said, while addressing the District Level Awareness Campaign on Child Rights held on Wednesday at Tura, organised by Meghalaya State Commission for Protection of Child Rights (SCPCR) in collaboration with the Social Welfare Department.
Sangma enlightened the gathering about the importance of the Protection of Children from Sexual Offences (POSCO) Act and RTE Act. He said that the act was implemented at the right time since crimes committed by children are on the rise.
He further called upon the stakeholders and all concerned to sensitize the target groups under the provisions of law to function properly and bring changes by providing better child protection service and mitigate the problem of children by giving due importance for their education.
In her introductory speech, Mina Kharkongor, Chairperson, SCPCR, gave an insight about the formation and functioning of the Meghalaya State Commission for Protection of Child Rights which was constituted in February, 2013.
She said that as per Section 13(A) of the Commission for Protection of Child Rights, the Commission is mandated to spread ‘Child Rights’ among various sections of the society since children are the most vulnerable section of the society who are susceptible to physical, sexual and psychological abuse."
1996,NPP extends support to 48-hr GH bandh call,"Thursday, May 7, 2015","SHILLONG: The NPP Meghalaya State Unit has extended support to the 48-hour bandh called by the All A’chik Youth Federation (AAYF) in Garo Hills on May 19 and 20 in protest against the ‘illegal and unconstitutional’ manner in which the GHADC term has been extended thrice and another extension which is being contemplated by the Meghalaya Government.
NPP spokesperson and legislator, James K Sangma, in a statement issued here on Wednesday said, “We fully agree with their views which are valid concerns in light of the murder of Democracy being carried out by the Government, and NPP fully extends its support to the bandh.”
AMEF calls 12-hr bandh on May 12
The 12-hour bandh announced by A’chik Matgrik Elite Force (AMEF) on May 12 in the entire Garo Hills region over the killing of its ‘commander-in-chief’ Jack Marak in Kharkutta is likely to paralyze the region, adds our correspondent from Tura.
Earlier, Kuwatsring Matgrik, the publicity secretary of the outfit claimed in a statement that Jack Marak was not killed in gun battle with police but merely sustained a minor injury to the leg. He alleged that he was only later shot dead after being mercilessly tortured.
While condemning the alleged inhuman act the outfit has urged the people of Garo Hills to observe the bandh.
However, it informed that emergency service providers like pharmacies, water tankers, milk vans, ambulances and others including those people with medical emergencies would be exempted from the purview of the bandh."
1997,News Capsule,"Thursday, May 7, 2015",World Red Cross Day
1998,Achievement,"Thursday, May 7, 2015","Hedwin Kitdorlang Dkhar has been awarded the degree of Doctor of Philosophy (Ph.D.) by Jawaharlal Nehru University, New Delhi, for his thesis ‘Understanding macrophage nuclear receptors modulation of host defense and susceptibility to Mycobacterium Tuberculosis’ under the supervision of Dr. Pawan Gupta, Institute of Microbial Technology (IMTECH), Chandigarh. He is the son of H. Warjri and G. Dkhar."
1999,OBITUARY,"Thursday, May 7, 2015","Savithri Devanesen, wife of (Late) Dr. Chandran Devanesen, the first Vice-Chancellor of NEHU, Shillong, passed away on May 6. Her funeral will be held on May 7 at St. Andrew, The Kirk, Egmore, Chennai.Ibaphimon Wankhar (Kharlukhi), wife of Erostone Passah, passed away on May 6. Her funeral will be held on May 8 at the Cemetery of Christ Tabernacle Church, Mawlai Nongkwar, at 1 pm.Alwyn Khongphai, an employee of Animal Husbandry & Veterinary department, and son of Dariti Khongphai of Riatsamthiah Block V, passed away on May 6. His last rites will be performed at Seng Khasi Lum Jingthang, Jaiaw on May 8 at 2 pm."
2000,Youth Congress member leader suspended for criticizing Zenith,"Thursday, May 7, 2015","SHILLONG: In an autocratic move, Richard Marak, president of Meghalaya Pradesh Youth Congress (MPYC) on Tuesday suspended Bansharai Kharchandy, an MPYC leader, for six months, for criticizing Congress Minister Zenith Sangma for his remarks on the Youth Congress.
Kharchandy, vice president, Shillong Lok Sabha, MPYC, had on Tuesday said that the statement of Zenith Sangma made on May 1 had shocked and hurt the sentiments of the youth members across the State at a time when they were trying hard out to come up with ideas through their varied initiatives to boost the morale of the Youth Congress.
In a statement issued on Tuesday, Marak said that Kharchandy has been suspended as a disciplinary action for overstepping the MPYC president and releasing a statement to the media without any consultation with the president.
“Only the MPYC President has the authority to issue statements to the media on behalf of MPYC and its different regional units and all such statements should be made with the knowledge and consent of the President,” the statement read."
2001,Dorbar ostracizes WKH villager,"Thursday, May 7, 2015","SHILLONG: A villager from Umsaw, Myriaw Syirmship, West Khasi Hills District, has been allegedly ostracized and fined, compelling him to file an FIR with the police."
2002,RS passes boundary land Bill,"Thursday, May 7, 2015",Meghalaya stands to gain immensely: Wansuk Syiem
2003,,"Wednesday, May 6, 2015",Students present dance items at the inaugural function of the year-long celebration of the St Edmund’s School in city on Tuesday.
2004,KHADC bars Bengal firm from uranium drilling op,"Wednesday, May 6, 2015","SHILLONG: The KHADC has decided to debar West Bengal-based firm Maheswari Mining Private Limited (MMPL) from uranium drilling operation in South West Khasi Hills with immediate effect.
The action has been taken for misleading the Council on area of operation.
Informing this here on Tuesday, Executive Member in-charge Trade, Latiplang Kharkongor told newsmen that the decision was taken after it was detected that the firm was carrying out drilling operation in some areas without obtaining permission from the Council.
According to him, the enforcement wing of the Council had conducted an inspection on May 1 last and found that the Bengal-based firm was carrying out drilling in the areas for which it had not got permission.
“But the representatives of the firm tried to mislead the enforcement staff by showing a court order where they had been given permission to conduct drilling at Weikut, Nongkulang villages, which are 9 km away from Wahkut and Porkut in Nongjri, for which the firm had originally obtained permission to carry out its operation.
“It was later found out that the company had applied for the renewal of license for Wahkut and Porkut,” he said.
“But the firm was carrying the drilling activity at Weikut which is illegal,” he said adding that the company also got a land agreement done with the Nongbri clan without the knowledge of the Council.
Kharkongor also informed that an executive order has been passed by the Council to cancel the license of the firm (for operation in Weikut).
The EM in-charge Trade also informed that the council will summon the Syiem and clans for giving NoC to this company without informing the council."
2005,Coal royalty boost for state exchequer,"Wednesday, May 6, 2015","SHILLONG: In a good news to the cash-strapped Meghalaya, the royalty collected by the State Government from the already extracted coal has touched Rs 205 crore following the NGT ban on coal mining, while the Government has also collected Rs 70 crore under Meghalaya Environment Protection and Restoration Fund as per the order of NGT.
The collection of royalty of Rs 205 crore will bring some relief to Meghalaya which is reeling under financial crunch, while Rs 70 crore cannot be used for any other purpose than restoration of the environment.
The Government had earlier projected the loss of Rs 600 crore following the NGT ban on rat coal mining.
The next hearing of the NGT is likely to be held in the third week of May to address the plea of Commercial Truck Owners and Operators Association (MCTOOA) against payment towards Meghalaya Environment Protection Fund and also the demand of the coal mine owners and dealers to extend the time for further transportation of already extracted coal.
Advocate Ranjan Mukherjee, the state government’s counsel, said over phone from Delhi on Tuesday that the amount of Rs 70 crore collected under Meghalaya Environment Protection and Restoration Fund as per the order of NGT will be kept in a separate bank account which has already been created by the department of mining.
However, the royalty of Rs 205 collected from the extracted coal will be available with the mining department.
The NGT wanted Meghalaya Environment Protection and Restoration Fund to be used for restoration of environment affected due to the reckless rat hole mining.
Mukherjee said that though the date fixed by NGT for the next hearing is May 14, he would seek extension till May 21 since he has received many applications regarding the case.
He also said if there are applicants demanding the extension of date for transportation of extracted coal, the matter can be taken with NGT."
2006,‘No cash-for-job system in M’laya’,"Wednesday, May 6, 2015","SHILLONG: After a firm duped some persons by taking money with a promise of Government jobs, the Under Secretary, Political Department has informed the people that there is no cash-for-job system under Meghalaya government.
“The public should be aware that in the larger public interest, recruitment conducted by the Government institutions is governed by specific rules and regulations. There is a system in place and the same should not be compromised by any form of nepotism or unfair means”, the official said on Tuesday.
The public should also not expect undue favours from officials. This note of caution is given wide publicity to prevent job seekers from being cheated by unscrupulous  persons, whose main intention is to make quick monetary gains for their own selfish interest at the expense of job seekers”, the statement said.
The official also informed the public that recruitment for various categories of posts for government employment are currently being undertaken through Meghalaya Public Service Commission, District Selection Committees as well as departmental recruitment.
” Attention of the Government is always drawn to the fact that on numerous occasions during such recruitment drive, people have resorted to unfair means to get employment and sometimes went to the extent of offering bribers, either directly or indirectly in  return for jobs, which is punishable under various provisions of the law”, the under secretary said.
He also said that there have also been instances when people were cheated thereby losing their hard earned money in the belief that they can get help to obtain employment."
2007,Seven KSU members held in assault case,"Wednesday, May 6, 2015","SHILLONG: The city police on Tuesday arrested seven KSU members for allegedly assaulting labourers at Mawlai Mawroh on May 1.
An FIR was lodged by one Evan Sawian of Mawlai Mawroh where it was stated that on May 1 between 10 to 11 am, some local boys came in a car to her residence and assaulted her workers who, according  to the KSU members, were ‘foreigners’.
Acting on the FIR, police arrested Disvalenty Pohthmi (21) of Mawlai Mawroh. The car (ML 05 G 9453) which was used for the crime was also seized.
After Pohthmi’s arrest, the other five involved in the crime surrendered before Mawlai police.  They are Pynskhemlang Myrthong, Donbok Sawkmie, Mc Donal Jaitim, Mark Thabah,  Kitboklang Warbah and Jasperlec Pakyntein, all hailing from Mawlai."
2008,Insurance pact,"Wednesday, May 6, 2015","SHILLONG: Government of Meghalaya signed an agreement with New India Assurance Company Ltd, a general insurance scheme in India, to roll out the phase-2 of the Megha Health Insurance Scheme (MHIS-2) to provide a comprehensive and universal health insurance cover to the entire population of the state."
2009,HSPDP submits memo; discussion next week,"Wednesday, May 6, 2015",Empowerment of traditional heads 
2010,"Adelbert opposes State law, threatens indefinite fast","Wednesday, May 6, 2015","SHILLONG: KHADC CEM Adelbert Nongrum has threatened to go for an indefinite hunger strike if the State Government fails to address his various demands within a period of ten days.
He issued this threat in memorandum which he submitted to State government on Tuesday.    Nongrum was accompanied by his mother, wife and daughter during the submission of the memorandum. “The State Government must immediately pass the Village Administration Bill. The Government must get assent of the Governor on the Bill at the earliest,” the CEM said in the memorandum.
He also opposed any move by the State Government to formulate a law pertaining to powers and functions of traditional heads “since it is a subject of the District Council”.
“Any attempt by the state Government to formulate law will be seen as an attempt to take away the constitutional rights of the Council,”   Nongrum said.
According to him, the Government should immediately put on hold enrolment of voters in the State till the Village Administration Bill is passed.
“If the Government fails to fulfill these three demands I will be left with no other option but to lay down my life by staging a fast-unto-death programme for which the State Government will be solely responsible,” the KHADC CEM said."
2011,State without full-fledged Guv for 4 months,"Wednesday, May 6, 2015","SHILLONG: Meghalaya, which is beset with internal issues, is running without a full-fledged Governor for almost four months.
It was on January 6 this year that Keshari Nath Tripathi was sworn in as the Governor of Meghalaya besides holding the additional posts in West Bengal and Bihar.
Later, on April 4 Tripathi was sworn-in as the Governor of Mizoram.
The issues confronting the state include the fall out of the High Court ruling on headmen, Cabinet decision to impose Administrator’s rule in KHADC, the extension of tenure of GHADC and the worsening law and order problem in Garo Hills.
While the State Government is yet to fully address these issues, the long absence of Tripathi, who also looks after three states-West Bengal, Bihar  and Mizoram has added to the problem as the aggrieved parties are unable to meet him.
The Governor is the constitutional head of the state, but the post has also been politicized with BJP-led NDA removing those Governors appointed by the previous Congress-led UPA Government.
K K Paul, who was appointed as Meghalaya Governor by the erstwhile Congress-led UPA Government, was transferred and posted as Governor of Uttarakhand, and subsequently Tripathi got the Meghalaya assignment in addition to other states .
Paul’s tenure as Meghalaya Governor was from July 1, 2013 to January 6, 2015, just one and half years. Commenting on the current situation, former Deputy Chief Minister and United Democratic Party leader Bindo Lanong said that the trend of appointing one Governor for more than one state is not practical.
He also alleged that Meghalaya is being given step motherly treatment by the Centre as for so many months the State is without a full-fledged Governor.
“If an officer goes on leave, someone else can do his job, but no one else can do the job of a Governor,” Lanong, said while adding that the earlier practice of appointing one Governor for one state was good enough.
“Everybody is missing in the State at the moment,” Lanong said in a lighter vain as earlier there were reports of long absence of the Chief Minister.
Echoing similar views, the convener of Mait Shaprang Movement and RTI activist, Michael Syiem  said that the Governor has to look into proper governance and administration of the State as there are so many issues confronting the State which require immediate attention of the Governor.
“We should have a full fledged Governor in the state at the earliest,” he said.
The political parties, pressure groups and others in the State are eagerly waiting for an audience with the Governor following the High Court ruling on headman and also to air concerns over the “arbitrary extension” of the term of GHADC and the cabinet decision to impose Administrator’s rule in KHADC.
The last time Tripathi visited Meghalaya was during the budget session to address the House on March 9.  On the same day, both the Government and the Opposition had met the Governor separately making claims and counter claims regarding the political crisis in the KHADC"
2012,Phase-II of Megha Health Insurance Scheme launched,"Wednesday, May 6, 2015","SHILLONG: The State Government on Tuesday signed an agreement with New India Assurance Company Ltd to roll out the phase-2 of the Megha Health Insurance Scheme (MHIS-2) to provide a comprehensive and universal health insurance cover to the entire population of the State.
The MHIS-2 is an enhanced version of the MHIS-I scheme that was launched in 2012.
The agreement was signed between CEO, Megha Health Insurance Scheme and Secretary, Department of Health and Family Welfare, MR Synrem, and Sr. Divisional Manager, New India Assurance Company Ltd, L. Buam, in the presence of the Chief Minister, Health Minister AL Hek and other dignitaries.
“MHIS-2 will cover a broad variety of diseases and also provide greater financial cover to families to take care of expensive and long term medical expenses,” Synrem said.
MHIS-II is a ground breaking initiative of the GoM that has been designed in convergence mode with the Government of India’s existing health insurance scheme – Rashtriya Swasthya Bima Yojana (RSBY). While the RSBY provides Rs. 30,000 cover to only Below Poverty Line families, MHIS provides enhanced coverage of up to Rs. 2,00,000 to all the families of the State in addition to providing a top-up for BPL families  “Residents of Meghalaya will now be able to avail a comprehensive spectrum of health services including super specialty treatment, advanced diagnostics, comprehensive outpatient services for pregnant women and children and long term consultation and treatment services for life style diseases such as diabetes and heart diseases on a cash less and free of cost basis subject to limits,” a government release said on Tuesday.
“Continuing with the innovations spearheaded by MHIS-I, the MHIS -II has been designed to fully integrate with the existing public health system in Meghalaya. The scheme will also significantly expand the number and quality of specialty and super-specialty hospitals available to the people of Meghalaya. Under the scheme at least 14 super-specialty hospitals located in major metropolitan cities of India will be empanelled to cater to the people of the State with emphasis on National Accreditation Board for Hospitals and Healthcare Providers (NABH) accredited hospitals.
It was also informed that New India Assurance Company was selected as the insurer after a competitive bidding process where 10 of the leading health insurance companies of India submitted bids.
A joint IFC and World Bank team was the lead technical and transaction advisor to Meghalaya’s department of Health and Family Welfare, and the MHIS State nodal agency for RSBY."
2013,News Capsule,"Wednesday, May 6, 2015","Mission Indradhanush
The second chapter of ongoing universal vaccine immunization programme against seven preventable diseases namely, diphtheria, whooping cough, tetanus, polio, tuberculosis, measles and hepatitis B was launched on Tuesday at Circus House, Tura, by West Garo Hills Deputy Commissioner, Pravin Bahshi. The Mission Indradhanush representing the seven colours of the rainbow, aims at immunizing all children against seven preventable diseases.Strike deferred
The proposed indefinite strike of postal employees unions scheduled to be commenced from May 6 has been deferred following an assurance given by the Centre on their various demands.
Book release
The book titled “Tagore and Pineland Shillong” by Uma Purkayastha will be released in a function  organized by Indian Council for Cultural Relations, Shillong at Brookside premises, Rilbong at 4 PM on May 8.DD telecast
A  panel discussion on  Land  (Amendment)  Bill, 2015  which was telecast live in  Doordarshan  Kendra Shillong on Tuesday with Rev. PBM Basaiawmoit, Prof H Sreekanth and Prof B Panda from NEHU as the panelists will be re-telecast on May 11 at 2 pm in DD North-East."
